site,filename,date,time,SIF_FARRED_max,SIF_FARRED_max_wvl,SIF_RED_max,SIF_RED_max_wvl,SIF_O2B,SIF_O2A,SIF_int,SIF_O2B_un,SIF_O2A_un
IT-JDS,PRS_TD_20240726_101410.nc,20240726,101410,0.816374659538269,740,0.14791077375411987,684,0.16193214058876038,0.5143986344337463,44.707664489746094,0.0,0.0
