Site,FLEX Filename,Valid Pixels L1C,Valid Pixels L2A,Valid Pixels Percentage L1C,Valid Pixels Percentage L2A,CV,Flag
SanRossore,PRS_TD_20230616_101431.nc,8100.0,8100.0,1,1,0.2513329617906446,0
